3 6 10	3540
2 4 8 10	2854
2 6 10	2695
1 4 8 10	1739
4 6 10	1585
4 8 10	1582
2 4 6 10	1322
1 3 6 10	1301
3 6 8 10	1112
1 4 6 10	1052
2 6 8 10	935
2 3 6 10	555
4 6 8 10	529
1 3 6 8 10	486
2 4 6 8 10	484
1 2 4 8 10	435
3 6 7 10	424
2 6 7 10	419
1 2 6 10	415
1 6 10	405
3 4 6 10	323
1 4 6 8 10	294
1 2 4 6 10	271
6 10	266
2 3 6 8 10	230
3 5 6 10	226
1 3 6 7 10	195
1 2 3 6 10	187
1 3 4 6 10	159
2 3 4 8 10	159
1 6 8 10	158
2 4 8 9 10	154
1 2 6 8 10	150
2 4 6 7 10	144
3 4 8 10	143
1 3 4 8 10	140
3 4 6 8 10	137
4 6 7 10	134
3 6 9 10	126
4 5 6 10	124
1 2 4 6 8 10	115
6 8 10	111
3 6 7 8 10	110
4 8 9 10	100
2 5 6 10	100
2 6 7 8 10	97
1 4 8 9 10	97
1 6 7 10	95
2 3 6 7 10	93
1 4 6 7 10	92
2 3 4 6 10	92
2 6 9 10	90
3 5 6 8 10	86
4 5 8 10	85
4 6 9 10	81
1 3 5 6 10	79
1 2 6 7 10	79
1 3 4 6 8 10	78
2 4 7 10	73
1 2 3 6 8 10	73
2 4 6 9 10	71
2 4 10	70
1 4 5 8 10	69
3 6 8 9 10	69
2 4 5 6 10	67
3 5 10	62
2 4 5 8 10	59
6 7 10	57
1 3 6 9 10	56
2 8 10	54
1 3 5 10	53
1 4 7 10	52
2 5 10	51
1 4 5 6 10	51
2 6 8 9 10	49
3 6 9	49
3 4 6 7 10	49
1 3 6 7 8 10	49
1 3 5 6 8 10	47
3 7 10	47
2 5 7 10	47
4 5 6 8 10	47
1 3 8 10	46
2 5 6 8 10	45
2 3 4 6 8 10	45
1 3 7 10	44
1 2 4 6 7 10	41
2 4 7 8 10	41
2 4 6 7 8 10	40
1 4 6 9 10	40
2 5 8 10	39
2 3 6 9 10	39
3 8 10	39
1 4 10	39
2 6 9	38
4 6 7 8 10	38
4 7 10	37
4 10	35
3 5 8 10	34
3 6 7 9 10	34
2 6 7 9 10	33
1 3 4 6 7 10	32
2 4 6 8 9 10	32
2 3 5 6 10	32
1 2 4 8 9 10	32
2 4 5 6 8 10	32
2 6 8	29
3 5 7 10	29
4 6 8 9 10	28
3 5 6 7 10	27
1 4 5 6 8 10	27
3 5 9	27
2 3 8 10	27
1 2 3 6 7 10	27
1 3 6 8 9 10	26
2 3 7 10	26
2 7 10	25
1 8 10	24
1 5 7 10	24
3 6 8	24
1 6 7 8 10	24
4 6 9	23
1 2 4 6 9 10	23
3 4 6 7 8 10	23
1 2 3 4 8 10	23
2 3 4 8 9 10	23
1 4 7 8 10	23
1 3 5 7 10	22
2 4 6 9	22
1 2 5 6 10	22
2 3 4 6 7 10	21
2 3 6 7 8 10	21
1 2 3 4 6 10	21
1 2 6 9 10	21
4 7 8 10	21
2 10	20
2 3 5 10	20
1 2 5 10	20
2 3 6 8 9 10	20
2 4 5 10	20
3 4 6 9 10	20
3 5 6 9 10	20
4 5 10	19
1 2 4 5 8 10	19
2 5 6 9 10	19
1 2 4 10	18
3 4 5 6 10	18
3 10	18
2 3 5 6 8 10	18
1 3 6 9	17
8 10	17
1 3 5 8 10	17
1 5 10	17
1 5 6 10	16
4 6 8	15
1 2 3 6 8 9 10	15
1 6 9 10	15
1 4 6 7 8 10	15
1 3 5 6 7 10	15
1 2 6 7 8 10	15
6 7 8 10	15
2 5 9	15
1 4 5 10	15
1 4 6 8 9 10	15
6 9 10	14
1 3 6 7 9 10	14
2 5 6 7 10	14
1 2 5 7 10	14
1 2 3 5 6 10	14
1 2 4 5 6 10	13
5 6 10	13
3 4 6 8 9 10	13
1 3 4 6 9 10	13
4 5 6 7 10	13
1 2 4 7 10	13
1 2 6 8 9 10	13
2 3 6 9	13
1 3 4 8 9 10	13
3 6 7 9	13
1 2 3 6 7 8 10	13
2 3 5 8 10	12
2 4 5 7 10	12
3 4 8 9 10	12
2 5 8	12
2 6	11
1 3 5 9	11
2 4 6 8	11
1 2 3 6 9 10	11
1 2 5 8 10	11
3 4 7 10	11
1 2 3 5 7 10	11
1 4 6 9	10
2 6 7 9	10
2 3 4 7 8 10	10
1 3 6 7 9	10
6 8 9 10	10
2 3 5 7 10	10
4 5 7 10	10
4 6 7 9 10	10
1 3 5 6 9 10	9
1 3 10	9
3 7 8 10	9
2 3 6 7 9 10	9
2 3 10	9
1 3 4 6 8 9 10	9
5 7 10	9
1 4 8	9
1 2 3 5 6 8 10	9
2 4 9 10	9
4 6 7 9	9
1 3 6 8	8
3 5 8	8
1 3 5 8	8
1 6 9	8
1 3 4 7 8 10	8
1 3 4 5 6 10	8
2 4 5 8 9 10	8
1 3 6 8 9	8
2 3 4 7 10	8
1 3 4 6 7 8 10	8
1 3 7 9	8
2 4 5 7 8 10	8
1 2 5 6 8 10	8
1 2 4 7 8 10	7
1 3 7 8 10	7
1 2 6 9	7
1 6 8	7
1 3 5 7 8 10	7
2 3 4 5 6 10	7
5 6 8 10	7
2 3 6 8	7
3 5 9 10	7
3 4 5 6 8 10	7
1 3 4 5 7 10	7
2 5 7 8 10	7
4 5 6 8 9 10	7
1 2 3 4 6 8 10	7
2 3 5 6 9 10	7
1 2 4 6 8 9 10	7
1 2 6 7 9 10	7
3 5 7 9	7
1 2 4 6 7 8 10	7
1 5 6 8 10	7
2 3 4 6 8 9 10	7
3 4 5 10	7
6 7 9	7
1 2 3 5 10	7
2 4 6 7 9 10	6
3 5 6 8 9 10	6
1 4 5 6 9 10	6
2 5 7 9	6
1 3 7 9 10	6
5 9	6
2 4 6 7 9	6
3 4 10	6
3 4 5 6 7 10	6
2 4 8	6
1 5 8 10	6
1 2 3 7 10	6
1 3 5 9 10	6
1 3 4 7 10	6
2 3 5 9	6
6 8	6
4 5 9	6
2 6 8 9	6
2 3 4 5 8 10	6
2 5 9 10	6
1 4 5 6 7 10	6
1 7 10	6
1 4 7 9	6
1 2 4 6 9	6
1 2 8 10	6
1 3 4 6 9	6
5 7 8 10	6
2 3 4 6 9 10	6
2 7 9	6
1 2 5 9	6
3 6 8 9	6
1 4 9 10	5
1 4 5 8	5
1 5 9	5
3 6 7 8 9 10	5
2 4 7	5
2 4 6	5
1 6 7 9 10	5
3 4 6 9	5
3 6	5
1 2 3 5 8 10	5
10	5
1 2 7 10	5
1 3 4 5 10	5
2 3 6 7 9	5
1 4 6 7 9 10	5
