3 6 10	712
2 6 10	680
2 4 6 10	633
2 4 8 10	576
4 6 10	478
2 6 8 10	447
3 6 8 10	392
2 4 6 8 10	383
1 4 6 10	382
1 4 8 10	335
4 6 8 10	309
1 3 6 10	266
4 8 10	262
1 4 6 8 10	190
2 3 6 10	154
1 3 6 8 10	149
3 6 7 10	133
1 6 10	133
2 6 7 10	126
2 3 6 8 10	124
6 10	114
2 4 6 7 10	108
1 2 4 6 10	95
6 8 10	92
3 4 6 10	92
1 2 6 10	92
1 2 4 8 10	79
3 5 6 10	73
1 2 6 8 10	69
1 2 4 6 8 10	67
4 6 7 10	63
1 6 8 10	60
2 5 6 10	58
1 3 6 7 10	56
3 4 6 8 10	53
3 6 9 10	51
1 3 4 6 10	50
2 6 9 10	45
2 3 6 7 10	45
2 3 4 6 10	44
2 4 6 9 10	43
4 6 9 10	42
2 5 6 8 10	42
1 4 6 7 10	41
1 3 4 6 8 10	41
2 4 10	40
2 3 4 8 10	38
1 2 3 6 10	37
2 6 8 9 10	37
6 7 10	36
3 4 8 10	36
2 6 7 8 10	35
2 4 5 6 10	34
1 6 7 10	32
2 4 8 9 10	30
2 4 6 7 8 10	28
1 3 5 6 10	28
3 6 8 9 10	28
4 5 6 10	28
1 3 6 9 10	27
1 4 6 9 10	27
3 6 7 8 10	26
4 5 6 8 10	26
1 3 4 8 10	25
2 4 5 8 10	24
1 4 8 9 10	24
3 5 6 8 10	23
4 6 7 8 10	23
2 5 10	22
1 4 5 6 10	22
4 5 8 10	22
4 8 9 10	21
2 3 5 6 10	21
1 3 5 6 8 10	20
1 2 4 6 7 10	20
4 10	20
1 2 6 7 10	19
2 3 4 6 8 10	19
2 4 7 10	18
3 5 10	18
1 3 7 10	17
2 8 10	17
2 4 5 6 8 10	17
1 4 5 6 8 10	16
1 4 5 8 10	16
1 4 10	16
2 4 6 8 9 10	16
1 4 7 10	15
4 7 10	15
2 4 7 8 10	14
1 2 5 6 10	14
1 6 9 10	13
1 3 5 10	13
3 5 7 10	13
3 7 10	12
1 4 7 8 10	12
3 4 6 7 10	12
2 3 6 9 10	12
2 5 7 10	12
1 2 5 6 8 10	11
1 5 6 10	11
1 3 4 6 9 10	11
1 2 3 4 6 10	11
1 2 3 6 8 10	11
2 10	10
2 6 7 9 10	10
2 4 5 10	10
3 5 8 10	10
2 3 4 8 9 10	10
2 5 8 10	10
8 10	9
1 2 4 6 9 10	9
2 4 5 7 10	9
5 7 10	9
4 6 8 9 10	9
6 7 8 10	9
3 10	9
6 9 10	8
1 3 8 10	8
1 3 4 6 7 10	8
2 3 6 7 8 10	8
1 2 4 5 6 8 10	8
3 4 5 6 8 10	8
1 2 6 7 8 10	8
2 5 6 9 10	8
2 3 7 10	8
1 4 6 8 9 10	8
3 5 6 7 10	7
1 3 5 7 10	7
2 3 4 6 7 10	7
1 6 7 8 10	7
3 4 6 8 9 10	7
5 6 8 10	7
1 4 6 7 8 10	7
2 5 6 7 10	7
1 2 4 6 8 9 10	7
1 2 3 6 7 10	7
3 6 7 9 10	7
1 2 4 6 7 8 10	7
2 6	6
1 2 4 5 6 10	6
5 6 10	6
2 3 5 10	6
2 4 6	6
2 3 6 7 9 10	6
1 5 7 10	6
2 3 6 8 9 10	6
1 3 5 8 10	6
1 2 3 4 8 10	6
10	6
1 3 6 7 8 10	6
2 3 5 7 10	6
5 10	6
1 2 6 9 10	6
1 2 4 8 9 10	6
2 4 5 6 7 10	6
1 3 5 6 9 10	5
